Station Name,ZIP,Latitude,Longitude
ROW DTLA - Tesla Supercharger,90021,34.033065,-118.240294
Zane Plaza - Tesla Supercharger,45601,39.35835,-82.977306
Las Vegas North Premium Outlets - Tesla Supercharger,89106,36.166026,-115.158991
Smithfield’s Chicken ’N Bar-B-Q - Tesla Destination,27856,35.970345,-77.939058
Smithfield’s Chicken ’N Bar-B-Q - Tesla Destination,27804,35.963018,-77.820044
Smithfield’s Chicken ’N Bar-B-Q - Tesla Destination,27215,36.06685,-79.513461
Holiday Inn Express & Suites Greensboro East - Tesla Destination,27405,36.053466,-79.733643
Sweetwater Coffeehouse - Tesla Destination,30571,34.683384,-83.675434
Wingate by Wyndham,75038,32.884304,-96.958696
HARPER BUILD C EAST,85282,33.379675,-111.924862
"BEAUMONT, CA NORTH STATION",92223,33.929976,-116.974252
MENDO COLLEGE LAKE EV1,95453,39.019034,-122.917743
MENDO COLLEGE EAST EV3,95482,39.188691,-123.227105
MENDO COLLEGE WILLITS EV1,95490,39.413285,-123.348705
LA PLAZA PUBLIC STATION2,90012,34.057727,-118.241107
SVVSD STATION 1,80501,40.173584,-105.101616
360 DEGREES 360 #3,80111,39.597725,-104.89875
NOBLE REMC WINERY,46763,41.280426,-85.183956
COUNTY COMPLEX INNOVATION 2,2630,41.699196,-70.30302
COUNTY COMPLEX DEEDS #1,2630,41.700623,-70.305954
SPENCER CENTER POST OFFICE 2,1562,42.242973,-71.99356
FUEL AMERICA 2 STATION 3,78019,27.953518,-99.379335
Auburn Mall,1501,42.202188,-71.838039
"Target T2165 - Vista, CA",92081,33.136802,-117.227932
Integra Village at Lake Forest,32771,28.812489,-81.355398
Atchinson Ford,48111,42.23113,-83.485851
Apago,30005,34.1023657,-84.2366416
JBG 2101 L Street - B1,20037,38.90394,-77.04772
Fenwyck Manor,23320,36.787583,-76.216407
800 Waterford,33126,25.779223,-80.2993729
701 Waterford,33126,25.7791454,-80.2968479
703 Waterford,33126,25.779152,-80.2958543
5200 Waterford,33126,25.7817691,-80.2806952
CITY-BROOKHAVEN BLACKBURN 1,30319,33.898176,-84.329668
PARKVIEW HEALTH LOT P14 NW 1,46845,41.185282,-85.101466
AVIANA AVIANA 1,89523,39.520357,-119.898918
JERSEYCITY FULTON AVE LOT2,7305,40.704683,-74.087169
6TH @ PLUM STATION 1,43040,40.235469,-83.365866
PIE AE SEAHOLM DC2,78703,30.266867,-97.754082
"Target 0961 - Cary, NC",27518,35.7586,-78.739225
"Walmart 5254 - Wake Forest, NC",27587,35.951539,-78.533981
Dusk Scottsdale,85251,33.484263,-111.908966
DIST @ CHANDLER DISTRICT 2,85224,33.298813,-111.88137
THE VINEYARDS VAPR NORTH 7,91326,34.275535,-118.572046
LONG BEACH AQUARIUM 10,90802,33.76369,-118.196088
HILLTOP STATION 2,94806,37.981018,-122.32392
CTS CHARGEPOINT STATION 3,94304,37.4203,-122.139305
LOTIS CLUBHOUSE,33351,26.194527,-80.274091
HOWARD COUNTY STATION 1,21045,39.215437,-76.837052
CITYOFCAMBRIDGE 341 RINDGE,2140,42.39404,-71.13825
DAKOTA COUNTY EMPIRE FACILITY,55068,44.716061,-93.124304
SLC AIRPORT STATION 16,84122,40.782787,-111.984215
SLC AIRPORT STATION 4,84104,40.782897,-111.984368
SLC AIRPORT STATION 6,84104,40.782986,-111.98366
SLC AIRPORT STATION 5,84116,40.782925,-111.983712
Museum of the Plains,79070,36.410288,-100.802176
Burger King,5301,42.83730398,-72.56533061
Lamoille Valley Chevrolet,5655,44.588058,-72.604858
Northern Lights Lodge,5672,44.499366,-72.745902
Lancaster Metrolink,93534,34.696569,-118.136251
DD Scott Blvd JV,30033,33.796112,-84.284384
Illini Community Hospital,62363,39.607144,-90.815666
Kaiser Homestead Cancer Treatment Center,95051,37.336093,-122.001456
FB ALABAMA BLDG1 STATION 2,35810,34.842919,-86.639084
LMC LMC LOT A STN06,94565,38.007327,-121.861829
LMC LMC LOT A STN10,94565,38.007506,-121.861941
CITY OF NOVATO 1549 HILL RD.4,94947,38.096233,-122.57466
CITY OF NOVATO 1549 HILL RD.3,94947,38.096052,-122.575385
SANTA CLARA STATION #6,95050,37.358935,-121.946016
SANTA CLARA STATION #3,95050,37.358939,-121.946665
STANFORD THO NGW-A5 ADA,94305,37.426802,-122.159132
GRAYS PEAK GRAYS PEAK2,80526,40.522063,-105.095147
BLARNEY CASTLE EZ MART CLARE 1,48617,43.837691,-84.769426
THE GAEL THE GAEL,77027,29.740234,-95.444551
SUNCOMMON TASTE PLACE,5673,44.184343,-72.838188
4040 WILSON SUB STATION 1,22203,38.87941,-77.10874
SRSC-Glenwood_SanRafael_O,94901,37.983514,-122.478788
"Target T2179 -Diamond Bar, CA",91765,34.004363,-117.822227
"Sheetz 491 - Zion Crossroads, VA",22942,37.979582,-78.210616
Audi Richmond,23233,37.664416,-77.653313
Rise at 2534 station location,80534,40.4014981,-104.9828429
"Walgreens - Aurora, CO #6513 |P726",80013,39.6753179,-104.8090746
AVONDALE CIVIC CENTER #1,85323,33.44532,-112.302836
PC GARAGE PC 1,85013,33.482653,-112.076534
SANTA MONICA  LOT 5S 7,90405,33.999392,-118.48414
SANTA CLARA STATION #1,95050,37.358665,-121.9469
ERWSD STATION 2,81632,39.547432,-107.674731
BIG Y FOODS SIMSBURY #95,6070,41.902035,-72.78685
FPL EVOLUTION MIDTOWN PGA DC4,33418,26.83983,-80.108271
OBE POWER JACKSON MH LEFT,33136,25.789322,-80.213455
SAVANNAH 1 CITY HALL,31401,32.08032,-81.091493
SAVANNAH 1 SAVANNAH 2,31415,32.076503,-81.099006
NESIDECITYHALL STATION #1,55124,44.735012,-93.20862
CAMBCOBBLESTONE STATION 1,69022,40.28475,-100.15356
ROSWELL HONDA CPF25-GW CANOPY,88201,33.395023,-104.554845
D BLOCK GARAGE STATION 1,43017,40.104548,-83.109769
DAVISTECH P1,84037,41.027346,-111.92436
Hyatt Place - Raleigh / Cary,27607,35.791673,-78.738308
UNC Rex Healthcare Parking Deck,27607,35.816952,-78.70409
UNC Rex Healthcare Heart and Vascular Parking Deck,27607,35.81987,-78.702876
Hilton Raleigh North Hills,27609,35.829812,-78.619724
Hampton Inn & Suites Raleigh Midtown,27609,35.822,-78.618794
Fresh Thyme Market - ZEF,55902,44.022774,-92.487447
Olmsted Medical Center - Hospital & 24-Hour ED,55904,44.019789,-92.441053
Goodwill - Rochester,55901,44.044087,-92.515787
Dahl Chevrolet Buick GMC,55987,44.044181,-91.670204
Winona State University - Silver Kryzsko Lot 32,55987,44.047216,-91.646031
Bluff Country Co-op,55987,44.053621,-91.638368
Jason Lassen Agency - American Family Insurance,54636,43.997948,-91.296019
Pine Street Ramp,54601,43.814958,-91.251757
Viroqua Food Co-op,54665,43.560758,-90.888417
Rocky Mount Mills,27804,35.958435,-77.801787
Rocky Mount High School,27803,35.939546,-77.835925
Town of Warrenton - Market Street,27589,36.397918,-78.155927
Virginia International Raceway,24520,36.554029,-79.197694
The University of North Carolina at Greensboro - McIver Street Parking Deck,27403,36.071448,-79.806876
The University of North Carolina at Greensboro - Oakland Street Parking Deck,27403,36.064629,-79.810548
Cherry-Marshall Parking Deck,27101,36.098778,-80.247562
Wake Forest Baptist Health - Parking Deck C,27103,36.089912,-80.270798
Kaya Vineyard & Winery,30533,34.607257,-83.858152
Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,28504,35.26058,-77.649684
Winn-Dixie - Tesla Supercharger,32221,30.307235,-81.847924
Target - Tesla Supercharger,93065,34.272092,-118.797297
NYSE Thruway - Exit 18 - New Paltz,12561,41.740228,-74.06219
TownePlace Suites by Marriott Cleveland Solon,44139,41.394574,-81.464524
Oakwood Commons Parking Garage,12601,41.659072,-73.932101
Stone Ridge Public Library,12484,41.84944,-74.14296
Stone Ridge Physical Therapy,12484,41.852508,-74.138776
ACQUALINA ACQUALINA RESOR,33160,25.941229,-80.12073
STADIUM ENCLAVE UE STATION 1,32310,30.433116,-84.297775
COYNE OIL MP OFFICE,48858,43.613466,-84.787322
VENTURECHARGERS STATION 2,48083,42.563116,-83.146881
SUNY ADIRONDACK SUNY ACC 1.1,12804,43.355225,-73.65409
GHS STATION 1,97030,45.50538,-122.429832
PPM NETWORK NESHAMINY INN 2,19053,40.121104,-74.976767
AA CREDIT UNION STATION 1,76155,32.83166,-97.062584
CONVERSE CONVERSE 2,5405,44.478859,-73.196052
Walmart 2805 Emporia,28347,36.706838,-77.546094
"Walmart 1155 (Lumberton, NC)",28358,34.665058,-79.006662
DPL - Salisbury Parking lot 15,21801,38.364827,-75.602805
Krishna Catering Restaurant,48334,42.511068,-83.358444
Lexington Park,33626,28.059034,-82.6234
Audi Sun Motor Imports - Service Parking,17050,40.240739,-77.046916
CLARENDON SPACE G1,91367,34.170109,-118.607908
WATERMARK DC STATION 3,20593,38.866563,-77.009695
EVERGY @WSU TECH-417B,67226,37.758943,-97.224532
TOWN OF CARY TOWN HALL-PWH,27513,35.789215,-78.77882
222 GLENWOOD STATION #1,27603,35.783534,-78.647169
DIXIETECH NORTH PARKING B,84770,37.099491,-113.592897
The Florida Mall,32809,28.448321,-81.395052
Dadeland Mall,33156,25.689126,-80.310694
"Sam's Club 6452 (Asheville, NC)",28806,35.591191,-82.581595
Walmart 630 Florence,29501,34.192807,-79.822821
The Art on Highland,85016,33.505436,-112.048103
Incline 45 Apartments station locator,80249,39.777996,-104.7728734
430704 : Berkshire Coral Gables,33146,25.734697,-80.25771
DAC EV 2 STATION 3,90503,33.832543,-118.353127
DAC EV 2 STATION 1,90503,33.832417,-118.354135
WINTERPARK WINTER PARK,32789,28.589691,-81.36465
COK LEC,68847,40.696487,-99.07977
HAWKINS P2 ST 1 SUNYPLATTSBURGH,12901,44.697682,-73.46752
EDISON BREWING FP #1,43230,39.99738,-82.84412
STATE OF UTAH WELCOME WEST 2,84535,37.86947,-109.343315
932 S Flower St,90015,34.045146,-118.261928
BGE Aquatic Center,21061,39.13757,-76.637462
"Sheetz 352 - Bedford, PA",15522,40.053532,-78.510451
Eurofins Lancaster Laboratories,17601,40.08481,-76.22362
The Beacon Residences,32168,29.011953,-80.970904
Inverness station location,80129,39.5520463,-105.0054225
7SPC NASA USSRC R,35805,34.71172,-86.65548
DIMOND CENTER WEST PARKING,99515,61.143196,-149.87144
UC UCIMC TRIANGLE LOT 04,92868,33.789347,-117.889793
ADEGAAPARTMENTS EV1,94928,38.353504,-122.719846
IRVINE  CO  OFC ST 17300 23,92603,33.648887,-117.765065
IRVINE  CO  OFC ST 17100 01,92603,33.650169,-117.765565
IRVINE  CO  OFC ST 17300 24,92603,33.648884,-117.764828
IRVINE  CO  OFC ST 17200 09,92603,33.65019,-117.764054
IRVINE  CO  OFC ST 17240 19,92603,33.649452,-117.763834
LOUISVILLE REC CENTER 1,80027,39.974163,-105.157585
CORPORATE SMALL PARK LOT,32801,28.549522,-81.37623
TOWER 101 TOWER 101,33301,26.123335,-80.141335
MJMELECTRIC MJM ELECTRIC HQ,62626,39.259342,-89.902347
HARBOR PARK HARBOR PARK 6,21202,39.288453,-76.606173
HARBOR PARK HARBOR PARK 1,21201,39.288056,-76.606481
Carolina Premium Outlets,27577,35.508114,-78.315052
VITTURE,34236,27.338652,-82.536756
Tellus on Dexter Apartments,98109,47.622505,-122.34279
Audi Tri-Cities,99352,46.259655,-119.282117
OZARKS PARKING STATION 5,72762,36.171764,-94.18459
LULUBELLE'S EV STATION 1,92382,34.207527,-117.11371
VLF VLF CHARGER,92011,33.11922,-117.29988
GEORGIA POWER MACON L2,31210,32.881994,-83.766718
INDIAN HILL STATION 1,4441,45.448619,-69.589561
ROCHESTER NY EAST END GW-1,14604,43.157025,-77.600445
COLUMBIANA PORT AUTHORITY,44432,40.78688,-80.772508
WR EV STATION WR EV STATION,97828,45.428658,-117.27618
PIE AE ERCOT 1,78741,30.216664,-97.692299
STATE OF UTAH BLUFF EAST 2,84512,37.281428,-109.567866
STATE OF UTAH BLUFF WEST 1,84512,37.281765,-109.567111
"Walmart 1762 - Seabrook, NH",3874,42.894973,-70.868811
The Avenues Simon JAX,32256,30.183374,-81.552272
Walmart 3078 - East Brunswick NJ,8816,40.457318,-74.399229
The Exchange Apartments - SLC,84111,40.76004,-111.88142
Emery Farm Market & Cafe,3820,43.131835,-70.87615
Common Market Co-op 7th Street,21701,39.4274836,-77.4152472
MURRIETA COMMON HOLIDAY INN 1,92562,33.56266,-117.201764
6200 VARIEL SPACE 282,91367,34.183407,-118.592602
BNG STATION 2,92677,33.561001,-117.675981
FRESH LAUNDRY STATION 1,1970,42.515979,-70.889264
MCPA AIRPORT VIEW 1,55902,43.915247,-92.48202
SANTA FE COUNTY STREET PARKING,87501,35.688482,-105.940774
AMCR CASINO 1.2,13655,44.971275,-74.64318
LAKEWOOD PARK HAVEN ROW,44107,41.485133,-81.790862
GBURG COLLEGE STATION 2,17325,39.833108,-77.236235
ESTATESRICHARD ESR 1,75080,33.00187,-96.738696
VILLAS RIM VR2,78257,29.595579,-98.591465
VILLAS RIM VR1,78257,29.598269,-98.594774
Apalach Inn - 1,32320,29.715729,-84.998018
Treasure Island City Hall - 1,33706,27.766578,-82.767723
DPL - Betterton Town Hall Parking,21610,39.369022,-76.062421
"Walmart 5320 - Greensboro, NC",27406,36.003147,-79.798187
"Walmart 3520 - Secaucus, NJ",7094,40.792148,-74.041933
THE ASHLEY STATION 3,29407,32.803602,-80.022226
THE ASHLEY STATION 4,29407,32.803374,-80.022596
Winona McDonalds,38967,33.4874,-89.7574
OBE POWER PELORO CONDO,33141,25.84997,-80.12183
420605-Prizma,90038,34.087303,-118.343645
Bob Swope Ford,42701,37.720765,-85.877722
Big Y Class Market - Tesla Supercharger,1230,42.180949,-73.364744
Raley's - Tesla Supercharger,95822,38.533667,-121.496108
Target - Tesla Supercharger,92673,33.46293,-117.60813
Smithfield’s Chicken 'N Bar-B-Q - Tesla Destination,27529,35.608424,-78.562658
Northwest Florida ENT - Tesla Destination,32547,30.449917,-86.62845
Montrose Crossing Shopping Center,20852,39.055071,-77.11534
Giant Food - Town & Country,22405,38.309351,-77.427485
Rivanna Ridge Shopping Center,22911,38.029931,-78.44618
Pearland Town Center,77584,29.553218,-95.391313
Cinemark Tinseltown 290 Houston,77040,29.846336,-95.49668
Plano Market Street,75093,33.026051,-96.798823
Albertsons - 17520 SR 9 SE,98296,47.838858,-122.1248
Cinemark 22 and IMAX,93536,34.70247,-118.177314
Pavillions - Sherman Oaks,91403,34.153146,-118.456954
Whole Foods Market - Sherman Oaks SHM,91423,34.150663,-118.444938
Holiday Inn Valdosta Conference Center - Tesla,31601,30.819147,-83.310776
Holiday Inn Valdosta Conference Center,31601,30.819147,-83.310776
City of Bowling Green - City Park,43402,41.37997,-83.658087
Progress Park,43402,41.369501,-83.64376
AAA Tire & Auto Service - Perrysburg,43551,41.525083,-83.636298
City of Perrysburg Public Parking,43551,41.558384,-83.629758
Brondes Ford Lincoln Maumee,43537,41.583299,-83.687398
Best Western Toledo South Maumee,43537,41.580346,-83.69382
Maumee Bay Brew Pub,43604,41.642927,-83.538524
Toyota of Lancaster,93534,34.670745,-118.152947
Antelope Valley Ford,93534,34.670522,-118.150457
Antelope Valley Chevrolet,93534,34.668431,-118.152467
Camacho Mitsubishi,93551,34.593507,-118.136718
Eastern Kentucky University Parking Garage,40475,37.737868,-84.29598
Historic Boone Tavern Hotel and Restaurant,40403,37.571854,-84.287819
Miracle Plaza - Whole Foods Market,32303,30.463368,-84.269894
YMCA of Kanawha Valley,25311,38.344367,-81.604787
Yeager Airport - Long Term Parking Garage,25311,38.369643,-81.595793
Marshall University - Corbly Hall,25755,38.421938,-82.4302
Hampton Inn & Suites Morgantown / University Town Centre,26501,39.639621,-79.997975
Premier Chevrolet Buick GMC,26501,39.645577,-80.002624
J-town Farmers Market,40299,38.193682,-85.5678226
Heine Brothers - Mid-City Mall,40204,38.2356086,-85.718402
Logan Street Market,40204,38.2357844,-85.7415774
Yew Dell,40014,38.3374167,-85.4642859
New Albany Farmers Market,47150,38.2850725,-85.8233534
Facilities Service Center,47150,38.3175644,-85.8237766
Mount St. Francis Center for Spirituality,47146,38.336377,-85.9062865
Solar Energy Solutions,40511,38.0785826,-84.5012195
Wilderness Trace Solar,40422,37.6238613,-84.7964386
Bardstown Farmers Market,40004,37.8099975,-85.4676733
Loretto Motherhouse Infirmary,40037,37.6645337,-85.4001646
West Kentucky Rural Electric,42066,36.7412724,-88.6547366
Historic Sudden Service Gas Station,42240,36.863728,-87.4865537
Pogue Automotive,42367,37.2297627,-87.159517
First Southern National Bank,40484,37.5394685,-84.653562
Boone Hotel & Restaurant,40403,37.5717967,-84.2906293
Whole Foods Market,40517,37.9776328,-84.530861
HAMFLAG STATION 2,86004,35.214912,-111.57884
HAMFLAG STATION 1,86004,35.214954,-111.578896
FPL ST LUCIE 03,34957,27.347677,-80.242921
VININGS LVL 1,30339,33.867954,-84.474292
C&C HONOLULU HALE PAUAHI,96817,21.313334,-157.86163
PARK PLACE VLGE 117TH GARAGE #1,66211,38.916763,-94.646259
HAMPDEN EAST 295 NASSAU 1,1129,42.125015,-72.49349
ECOBLDGBARGAINS EV STATION 2,1104,42.115635,-72.582332
AZURE AZURE ST1,89434,39.539658,-119.720773
UNCW-1 UNCW2 CEN DECK,28403,34.22257,-77.871666
JPG NEW STATION 1,43215,39.979736,-82.993913
Lake Mary Creative - 4,32746,28.766435,-81.352945
"Walmart 1212 (Saraland, AL)",36571,30.80069,-88.097114
St Jorge Winery,95220,38.191459,-121.317527
Giralda Place Residences,33134,25.751374,-80.260313
Astoria Aquatic Center,97103,46.1890941,-123.8207908
CSD CA STATION 1,92070,33.113457,-116.67141
VALENCIATRIUM VAL ATRIUM,91355,34.443244,-118.598391
SHS LAKELAND LAKELAND 1,33815,28.040713,-81.961557
JASBER PLAZA JASBER EV 2,30297,33.618367,-84.353593
GEORGIA POWER LAVONIA DC2,30553,34.447837,-83.126002
HENDRICKS POWER STATION 1 - GW,46123,39.762754,-86.439015
TRAN SERV ISU 2,50011,42.031334,-93.639453
N40 OUTFITTERS NORTH 40 WGF,59404,47.518071,-111.312064
JAMES PARK JAMES PARK,18960,40.362698,-75.33959
KGIP BELL SOUTH STATION 2,98004,47.612419,-122.184446
Altoona Caseys,50009,41.663653,-93.463878
Burger King - 45 Pleasant Valley Pkwy,2908,41.830176,-71.426427
McDonald's - Ronceverte,24970,37.769022,-80.465367
Burger King - 280 Broad St,2907,41.814823,-71.420017
Galleria 600,30339,33.8852842,-84.4612448
BNG GETTY STATION 1,92677,33.560946,-117.676066
HAMPTON NORMAN GUEST STATION 1,73069,35.241896,-97.476162
FRANCIS PM TELFAIR 1,77479,29.588504,-95.645592
SOLEIL STATIONS T4,84096,40.480163,-111.980977
SOLEIL STATIONS M3,84096,40.480969,-111.97986
SOLEIL STATIONS G1,84096,40.47996,-111.976026
Integra Lakes,32707,28.670321,-81.336858
Windsor Tower Condos,37205,36.127888,-86.841022
1500 Orchard Street Apartments,98405,47.2469268,-122.5062726
PVCCHARGING STATION 4,92225,33.661765,-114.652261
MEMA VISITOR LOT 1,1701,42.297848,-71.41257
SOUTH EAST H-D DC FAST HOG,44146,41.418728,-81.51523
ARTESSA ARTESSA RETAIL,78209,29.494473,-98.478384
Wawa - Tesla Supercharger,34947,27.416831,-80.381893
"Superior, CO - Tesla Supercharger",80027,39.954889,-105.164646
Target - Tesla Supercharger,90250,33.922601,-118.322054
Target - Tesla Supercharger,55413,45.004478,-93.228702
Kum & Go - Tesla Supercharger,80603,39.971977,-104.748624
Residence Inn by Marriott Cleveland/Middleburg - Tesla Destination,44130,41.371087,-81.836154
Element Boulder Superior,80027,39.955912,-105.16309
Caledonia State Park,17222,39.909008,-77.483571
Miami Valley Hospital South,45459,39.653585,-84.114385
Miami Valley Hospital South. - Hospice,45459,39.654074,-84.115866
AAA Tire and Auto Service - Beavercreek,45432,39.728241,-84.058685
Beavercreek Office Suites,45431,39.77331,-84.0804
Wright State University - Lot 1A,45435,39.7789,-84.064165
Wright State University - Lot 10,45435,39.784259,-84.063376
National Museum of the US Air Force,45431,39.780831,-84.112366
Cache Valley Hospital,84341,41.775072,-111.821129
City of Tremonton - Shuman Park,84337,41.714247,-112.165546
City of Tremonton - City Offices,84337,41.710612,-112.166758
Natural State Beer Co,72758,36.31625,-94.190292
DoubleTree by Hilton Hotel Rocky Mount,27804,35.97332,-77.846846
Railyard at Midtown,46032,39.975592,-86.130216
Pella Co-op Electric,50219,41.40872,-92.95467
Castle Airport - Terminal Site,95301,37.372484,-120.570103
The Station at Savannah Quarters,31322,32.084167,-81.285278
St Luke's University - Upper Bucks Campus,18951,40.443762,-75.375924
"Johnson & Johnson Innovation - JJDC, Inc. (JJDC)",8901,40.486216,-74.451819
WSRH TRAVERSE,94928,38.342172,-122.709534
CCC CCC STATION 5,95833,38.621896,-121.521339
CCC CCC STATION 4,95833,38.622314,-121.518011
KINGSTON BUILDING SAFETY,12401,41.92149,-73.984795
ELECTRIC DEPT STATION 1,44408,40.886606,-80.693554
HILLSBORO OR LIBRARY #1,97123,45.51441,-122.974525
STORE #1 STATION 1 - GW,19363,39.803998,-75.968587
STORE #1 STATION 2,19348,39.875166,-75.716868
Alaska Junction SCL,98116,47.56223,-122.381761
"Simon Mall of Georgia (Buford, GA)",30519,34.063419,-83.983646
META MPK10-03,94025,37.48322,-122.150249
Toscana at Bay Colony,34108,26.247921,-81.817532
LAKEWOOD PLAZA STATION 2,90808,33.811669,-118.110521
HOWARD COUNTY STATION 2,21045,39.215494,-76.83713
NORTZ & VIRKLER NORTZ & VIRKLER,13367,43.78224,-75.487946
OHIO STATE UNV LIMA 2,45804,40.739074,-84.026939
MBApts_Berkeley_S,94704,37.872887,-122.271282
2212 Sawtelle Blvd,90064,34.03763,-118.440936
Cle Elum,98922,47.188833,-120.903139
135 S AVENUE 50,90042,34.10459,-118.201828
Quinn River Station,89421,41.99524,-117.718442
"Target T2022 - Davie, FL",33328,26.047407,-80.250477
"Walmart 2438 - Stafford, VA",23602,38.472339,-77.416558
5 Thousand Town,32246,30.252079,-81.528047
DC CORRIDOR TARGET M DC4,93933,36.666206,-121.810918
TOWERS AT SHORE 205 STATION 4,94065,37.521522,-122.254901
ESSEX LUXE STATION 1,32819,28.438228,-81.459767
UMASS LOWELL PINANSKI LOT,1854,42.6545,-71.324844
OCONNELL COMP GROUND FLOOR,1103,42.105293,-72.595184
LEXINGTON NC HAMPTON INN,27292,35.78651,-80.25969
HILLSBORO OR LINCOLN #1,97124,45.524704,-122.98821
AER AER ROUNDTOP 2,17339,40.1101,-76.92633
ELECTRIC DIV. STATION #1,17522,40.17768,-76.179055
ELECTRIC DIV. STATION 2,17522,40.17917,-76.176152
ELECTRIC DIV. STATION 3,17522,40.18437,-76.17221
WOODIN CREEK WOODIN CREEK 2,98072,47.752026,-122.157877
DOL STATION 1,98503,47.042589,-122.838595
631 W 1st St,90012,34.055817,-118.249152
Connell,99326,46.659028,-118.861158
Foods Co 387,93960,36.415008,-121.320148
"BOA Redlands Main CA6-130 (Redlands, CA)",92373,34.057128,-117.178745
Penn Museum Parking Garage,19104,39.948935,-75.190366
Penn - 38th & Walnut Parking Garage,19104,39.953788,-75.197666
Palace View 2400,65616,36.6288458,-93.2745915
THERADFORD SPACE 25,91607,34.156515,-118.392406
SUMMIT COUNTY CC SOUTH,80443,39.57098,-106.08092
SUMMIT COUNTY FTC NORTH,80443,39.588776,-106.09747
STA STATION 1,75231,32.892213,-96.766545
6264 Selma Ave,90028,34.099758,-118.325994
Lakeshore Plaza,94132,37.73241,-122.489444
Burger King - 60 Hartford Ave,2909,41.81637,-71.445228
SACRAMENTO MEM-2,95814,38.580255,-121.486141
YVEA OWNED MOFFAT #1,80483,40.149782,-106.907891
NORWICH SPA RIGHT,6360,41.501572,-72.096515
OBE POWER NOVA RESIDENCE,33328,26.074598,-80.24289
BLACKSTONE STATION 2,1504,42.017431,-71.533892
KENSINGTON KENSINGTON 4,2116,42.35169,-71.06309
FLASHCUBE APT FC CHARGE,64105,39.105024,-94.583971
MARTYS OF DUDLEY,1571,42.049125,-71.884662
"Target T0995 - Redmond, WA",98052,47.671794,-122.104565
SunStop / Inland - Tesla Supercharger,31601,30.81734,-83.32082
Canton Crossing - Tesla Supercharger,21224,39.274721,-76.563948
Sheetz - Tesla Supercharger,17325,39.843995,-77.198628
Target - Tesla Supercharger,95648,38.869525,-121.303081
Brentwood Commons,37027,36.042394,-86.773017
McDonald’s,90503,33.838075,-118.367161
VIEW 32 VIEW 32ND ST,85028,33.58478,-112.012
3 LOCATIONS FRIEND STREET 2,1913,42.857098,-70.93264
3 LOCATIONS CITY HALL 2,1913,42.85627,-70.933136
3 LOCATIONS WATER STREET 1,1913,42.85685,-70.92865
COYNE OIL CLARE OFFICE,48617,43.82074,-84.778291
TARGET CORP MINNEAPOLIS NE2,55413,45.004242,-93.228511
TARGET CORP RIDGEDALE 1,55305,44.970514,-93.447014
777 SCUDDERSB2 STATION 2,8540,40.344138,-74.606942
WSPT20VSP 7 GVP,19355,40.06451,-75.534247
SKYHOUSE RIVER SKYHOUSE 2,77027,29.74546,-95.454414
BMW MILWAUKEE NORTH,53209,43.125281,-87.933968
"Walmart 2009 - Abingdon, MD",21009,39.463403,-76.315088
Oskaloosa IA,52577,41.294914,-92.648551
SANTA CLARA CITY HALL #1,95050,37.355406,-121.954284
Holiday Inn Express &amp; Suites,41076,39.0264899,-84.4795637
Frederick,21703,39.3759198,-77.412834
UC UCIMC B53 02,92868,33.78781,-117.887157
OBE POWER SKYLINE,33129,25.752644,-80.1992
AHS CHARGE CELEBRATION 3,34747,28.327561,-81.538654
HONDA2103 SHOP01,30067,33.901833,-84.484448
COYNE OIL CADILLAC OFFICE,49601,44.279563,-85.479595
CONSUMERSENERGY FRE #1,49412,43.46688,-85.95927
MCMINNVILLE MCMINNVILLE,97128,45.201768,-123.161267
OLYMPUS 12 OLYMPUS 12,75019,32.939678,-96.988092
KAYSVILLECITY CITY HALL 3,84037,41.03556,-111.93751
KAYSVILLECITY CITY HALL 1,84037,41.03548,-111.93751
UOFU ARENA 2,84112,40.762788,-111.838102
Monticello FL - 1,32344,30.544635,-83.869404
"Walmart 2540 - Clarion, PA",16214,41.189474,-79.394528
Cuomo Bridge,10591,41.06551319,-73.86284861
Hilton Hotel San Gabriel,91776,34.08036247,-118.1021402
NYSE Thruway - NYPA,12477,42.110368,-73.958599
NYSE Thruway - NYPA,12568,41.577842,-74.085424
NYSE Thruway - NYPA,12475,42.013813,-74.000036
NYSE Thruway - NYPA,12548,41.59215,-74.088523
Rochester Genesee Transit Authority,14609,43.162309,-77.573045
Hotel Peter & Paul,70117,29.966953,-90.055113
Civic Center Parking,70112,29.953174,-90.074411
Premium Parking - P400,70130,29.951099,-90.065427
Ochsner Medical Center,70121,29.9611103,-90.1444635
Law Office of Bruce C. Betzer,70001,29.98065,-90.155756
St Luke's Orwigsburg,17961,40.640499,-76.089197
Elevate Powell & Broad Apartments,27526,35.6137397,-78.8117451
HELLYER STATION 3,95138,37.267124,-121.789496
FORSYTH COUNTY STATION 1,30040,34.207645,-84.138012
KONA COMMONS EV CHARGER 2,96740,19.650948,-156.00333
HOWE LUMBER OAK,1515,42.22323,-72.06073
BN PARK STATION 1,56482,46.441806,-95.137942
DIERBERGS DIERBERGOSB L2,65065,38.143738,-92.63122
BREC OCONEE 1,29693,34.666115,-83.042946
Santa Clara Convention Center - Parking Garage,95054,37.405454,-121.974388
Santa Clara Convention Center - ADA Parking,95054,37.40381,-121.975861
Delaware Technical Community College,19904,39.197341,-75.559991
CENTERVIEW 5W 04,92614,33.68468,-117.852245
CV1 CV1,92210,33.708533,-116.303241
